	antecedents	consequents	antecedent support	consequent support	support	confidence	lift	leverage	conviction	dataset	prior	confidence+prior
1104	clearly,	PDTB.Expansion	124.0	7633.0	34.0	0.274	0.674	-0.001	0.817	PDTB	0.234	27.4 (23.4)
1303	meaning,	PDTB.Restatement	157.0	2693.0	43.0	0.274	1.435	0.001	1.114	PDTBf	0.083	27.4 (8.3)
11244	later,	MNLI.neutral	2929.0	134009.0	802.0	0.274	0.822	-0.0	0.919	MNLI	0.333	27.4 (33.3)
1359	arguably,	PDTB.Conjunction	95.0	3158.0	26.0	0.274	1.223	0.0	1.069	PDTBf	0.097	27.4 (9.7)
1360	conversely	PDTB.Conjunction	95.0	3158.0	26.0	0.274	1.223	0.0	1.069	PDTBf	0.097	27.4 (9.7)
11245	therefore	MNLI.contradiction	1484.0	134101.0	406.0	0.274	0.821	-0.0	0.918	MNLI	0.333	27.4 (33.3)
11246	truthfully,	MNLI.entailment	4499.0	134364.0	1230.0	0.273	0.819	-0.001	0.917	MNLI	0.334	27.3 (33.4)
9930	technically,	RTE.not_entailment	77.0	1371.0	21.0	0.273	0.55	-0.006	0.694	RTE	0.496	27.3 (49.6)
10360	instead,	Cola.not-well-formed	110.0	2850.0	30.0	0.273	0.918	-0.0	0.967	Cola	0.297	27.3 (29.7)
11248	arguably,	MNLI.entailment	3374.0	134364.0	920.0	0.273	0.817	-0.001	0.916	MNLI	0.334	27.3 (33.4)
12195	alternately,	QQP.duplicate	1307.0	120732.0	356.0	0.272	0.737	-0.0	0.867	QQP	0.369	27.2 (36.9)
11247	separately,	MNLI.contradiction	305.0	134101.0	83.0	0.272	0.817	-0.0	0.916	MNLI	0.333	27.2 (33.3)
11898	truly,	SST-2.negative	3342.0	26831.0	909.0	0.272	0.614	-0.009	0.766	SST-2	0.443	27.2 (44.3)
11899	arguably,	SST-2.negative	975.0	26831.0	265.0	0.272	0.614	-0.003	0.765	SST-2	0.443	27.2 (44.3)
10364	frankly,	Cola.not-well-formed	129.0	2850.0	35.0	0.271	0.913	-0.0	0.965	Cola	0.297	27.1 (29.7)
242	supposedly,	PDTB.Entrel	118.0	4419.0	32.0	0.271	1.152	0.0	1.049	PDTB	0.135	27.1 (13.5)
189	supposedly,	PDTB.Contingency	118.0	3808.0	32.0	0.271	1.337	0.0	1.094	PDTB	0.117	27.1 (11.7)
10365	surely,	Cola.not-well-formed	107.0	2850.0	29.0	0.271	0.912	-0.0	0.964	Cola	0.297	27.1 (29.7)
3587	namely,	SwitchBoard.Uninterpretable	85.0	3884.0	23.0	0.271	1.466	0.0	1.118	SwitchBoard	0.192	27.1 (19.2)
12773	again,	STAC.Comment	629.0	1298.0	170.0	0.27	2.598	0.008	1.228	STAC	0.109	27.0 (10.9)
7341	and	EmoBankArousal.low	74.0	3169.0	20.0	0.27	0.525	-0.003	0.665	EmoBankA	0.515	27.0 (51.5)
7869	by_then	EmoBankDominance.high	74.0	2779.0	20.0	0.27	0.699	-0.001	0.841	EmoBankD	0.387	27.0 (38.7)
11249	naturally,	MNLI.entailment	1308.0	134364.0	353.0	0.27	0.808	-0.0	0.912	MNLI	0.334	27.0 (33.4)
245	still,	PDTB.Entrel	215.0	4419.0	58.0	0.27	1.146	0.0	1.047	PDTB	0.135	27.0 (13.5)
12197	nationally,	QQP.duplicate	104.0	120732.0	28.0	0.269	0.729	-0.0	0.863	QQP	0.369	26.9 (36.9)
10369	eventually,	Cola.not-well-formed	249.0	2850.0	67.0	0.269	0.906	-0.001	0.962	Cola	0.297	26.9 (29.7)
12833	personally,	STAC.Question_answer_pair	134.0	2353.0	36.0	0.269	1.425	0.001	1.109	STAC	0.197	26.9 (19.7)
11250	obviously,	MNLI.entailment	1244.0	134364.0	334.0	0.268	0.804	-0.0	0.911	MNLI	0.334	26.8 (33.4)
2644	this,	MRDA.Statement	164.0	3244.0	44.0	0.268	1.333	0.001	1.092	MRDA	0.221	26.8 (22.1)
1309	personally,	PDTB.Restatement	82.0	2693.0	22.0	0.268	1.406	0.0	1.106	PDTBf	0.083	26.8 (8.3)
1610	personally,	PDTB.Cause	82.0	3745.0	22.0	0.268	1.011	0.0	1.004	PDTBf	0.115	26.8 (11.5)
1372	locally,	PDTB.Conjunction	138.0	3158.0	37.0	0.268	1.198	0.0	1.061	PDTBf	0.097	26.8 (9.7)
1106	yet,	PDTB.Expansion	209.0	7633.0	56.0	0.268	0.659	-0.002	0.811	PDTB	0.234	26.8 (23.4)
194	yet,	PDTB.Contingency	209.0	3808.0	56.0	0.268	1.321	0.001	1.089	PDTB	0.117	26.8 (11.7)
12711	admittedly,	QNLI.entailment	198.0	48224.0	53.0	0.268	0.536	-0.0	0.683	QNLI	0.5	26.8 (50.0)
12857	anyway,	STAC.no_relation	501.0	2543.0	134.0	0.267	1.312	0.003	1.087	STAC	0.213	26.7 (21.3)
1672	altogether,	PDTB.Cause	161.0	3745.0	43.0	0.267	1.006	0.0	1.002	PDTBf	0.115	26.7 (11.5)
3504	also,	SwitchBoard.Wh-Question	368.0	1164.0	98.0	0.266	4.814	0.004	1.288	SwitchBoard	0.057	26.6 (5.7)
11251	subsequently,	MNLI.neutral	1765.0	134009.0	470.0	0.266	0.8	-0.0	0.909	MNLI	0.333	26.6 (33.3)
11252	next,	MNLI.contradiction	560.0	134101.0	149.0	0.266	0.799	-0.0	0.909	MNLI	0.333	26.6 (33.3)
1375	nationally,	PDTB.Conjunction	143.0	3158.0	38.0	0.266	1.187	0.0	1.057	PDTBf	0.097	26.6 (9.7)
11253	then,	MNLI.neutral	1755.0	134009.0	466.0	0.266	0.797	-0.0	0.908	MNLI	0.333	26.6 (33.3)
11255	sometimes,	MNLI.contradiction	1692.0	134101.0	449.0	0.265	0.796	-0.0	0.908	MNLI	0.333	26.5 (33.3)
11254	this,	MNLI.neutral	147.0	134009.0	39.0	0.265	0.797	-0.0	0.908	MNLI	0.333	26.5 (33.3)
1380	by_then	PDTB.Conjunction	83.0	3158.0	22.0	0.265	1.184	0.0	1.056	PDTBf	0.097	26.5 (9.7)
12713	elsewhere,	QNLI.entailment	317.0	48224.0	84.0	0.265	0.53	-0.001	0.681	QNLI	0.5	26.5 (50.0)
11256	previously,	MNLI.neutral	1469.0	134009.0	389.0	0.265	0.795	-0.0	0.907	MNLI	0.333	26.5 (33.3)
11257	happily,	MNLI.entailment	1122.0	134364.0	297.0	0.265	0.793	-0.0	0.906	MNLI	0.334	26.5 (33.4)
7343	suddenly,	EmoBankArousal.low	140.0	3169.0	37.0	0.264	0.513	-0.006	0.659	EmoBankA	0.515	26.4 (51.5)
11259	because_of_this	MNLI.entailment	1415.0	134364.0	373.0	0.264	0.79	-0.0	0.905	MNLI	0.334	26.4 (33.4)
11258	seriously,	MNLI.contradiction	2551.0	134101.0	672.0	0.263	0.791	-0.0	0.905	MNLI	0.333	26.3 (33.3)
11903	in_turn,	SST-2.negative	114.0	26831.0	30.0	0.263	0.595	-0.0	0.756	SST-2	0.443	26.3 (44.3)
11261	secondly,	MNLI.contradiction	278.0	134101.0	73.0	0.263	0.788	-0.0	0.904	MNLI	0.333	26.3 (33.3)
11260	however	MNLI.neutral	6239.0	134009.0	1638.0	0.263	0.789	-0.001	0.905	MNLI	0.333	26.3 (33.3)
200	presently,	PDTB.Contingency	80.0	3808.0	21.0	0.262	1.294	0.0	1.081	PDTB	0.117	26.2 (11.7)
11959	inevitably,	SST-2.positive	202.0	33784.0	53.0	0.262	0.471	-0.001	0.6	SST-2	0.557	26.2 (55.7)
3563	honestly,	SwitchBoard.Statement-non-opinion	122.0	3167.0	32.0	0.262	1.743	0.001	1.152	SwitchBoard	0.156	26.2 (15.6)
11262	so,	MNLI.contradiction	902.0	134101.0	236.0	0.262	0.785	-0.0	0.903	MNLI	0.333	26.2 (33.3)
12199	further,	QQP.duplicate	451.0	120732.0	118.0	0.262	0.708	-0.0	0.854	QQP	0.369	26.2 (36.9)
2078	and	PDTB.Cause	130.0	3745.0	34.0	0.262	0.985	-0.0	0.995	PDTBf	0.115	26.2 (11.5)
11263	lastly,	MNLI.contradiction	413.0	134101.0	108.0	0.262	0.785	-0.0	0.903	MNLI	0.333	26.2 (33.3)
11264	occasionally,	MNLI.contradiction	1929.0	134101.0	503.0	0.261	0.783	-0.0	0.902	MNLI	0.333	26.1 (33.3)
11265	technically,	MNLI.entailment	4032.0	134364.0	1051.0	0.261	0.781	-0.001	0.901	MNLI	0.334	26.1 (33.4)
2092	currently,	PDTB.Cause	119.0	3745.0	31.0	0.261	0.982	-0.0	0.993	PDTBf	0.115	26.1 (11.5)
12200	firstly,	QQP.duplicate	2005.0	120732.0	522.0	0.26	0.705	-0.001	0.853	QQP	0.369	26.0 (36.9)
11266	clearly,	MNLI.entailment	3444.0	134364.0	895.0	0.26	0.778	-0.001	0.9	MNLI	0.334	26.0 (33.4)
1110	naturally,	PDTB.Expansion	77.0	7633.0	20.0	0.26	0.639	-0.001	0.802	PDTB	0.234	26.0 (23.4)
11268	frequently,	MNLI.entailment	1668.0	134364.0	433.0	0.26	0.778	-0.0	0.9	MNLI	0.334	26.0 (33.4)
1111	coincidentally,	PDTB.Expansion	212.0	7633.0	55.0	0.259	0.638	-0.002	0.801	PDTB	0.234	25.9 (23.4)
11267	subsequently,	MNLI.contradiction	1765.0	134101.0	457.0	0.259	0.777	-0.0	0.9	MNLI	0.333	25.9 (33.3)
2662	though,	MRDA.Statement	143.0	3244.0	37.0	0.259	1.285	0.001	1.077	MRDA	0.221	25.9 (22.1)
10374	personally,	Cola.not-well-formed	147.0	2850.0	38.0	0.259	0.87	-0.001	0.948	Cola	0.297	25.9 (29.7)
10375	next,	Cola.not-well-formed	182.0	2850.0	47.0	0.258	0.869	-0.001	0.948	Cola	0.297	25.8 (29.7)
11960	otherwise,	SST-2.positive	368.0	33784.0	95.0	0.258	0.463	-0.002	0.597	SST-2	0.557	25.8 (55.7)
11269	furthermore	MNLI.contradiction	124.0	134101.0	32.0	0.258	0.775	-0.0	0.899	MNLI	0.333	25.8 (33.3)
210	nonetheless	PDTB.Contingency	124.0	3808.0	32.0	0.258	1.272	0.0	1.074	PDTB	0.117	25.8 (11.7)
11270	surely,	MNLI.entailment	1459.0	134364.0	376.0	0.258	0.772	-0.0	0.897	MNLI	0.334	25.8 (33.4)
2664	actually,	MRDA.Statement	303.0	3244.0	78.0	0.257	1.279	0.001	1.076	MRDA	0.221	25.7 (22.1)
11271	ideally,	MNLI.entailment	1453.0	134364.0	373.0	0.257	0.769	-0.0	0.896	MNLI	0.334	25.7 (33.4)
2124	meantime,	PDTB.Cause	117.0	3745.0	30.0	0.256	0.966	-0.0	0.988	PDTBf	0.115	25.6 (11.5)
10378	once,	Cola.not-well-formed	297.0	2850.0	76.0	0.256	0.861	-0.001	0.945	Cola	0.297	25.6 (29.7)
1327	supposedly,	PDTB.Restatement	86.0	2693.0	22.0	0.256	1.34	0.0	1.087	PDTBf	0.083	25.6 (8.3)
11272	in_the_meantime,	MNLI.entailment	344.0	134364.0	88.0	0.256	0.766	-0.0	0.895	MNLI	0.334	25.6 (33.4)
1113	in_the_meantime,	PDTB.Expansion	86.0	7633.0	22.0	0.256	0.629	-0.001	0.797	PDTB	0.234	25.6 (23.4)
11273	evidently,	MNLI.entailment	4109.0	134364.0	1050.0	0.256	0.765	-0.001	0.895	MNLI	0.334	25.6 (33.4)
117	curiously,	PDTB.Comparison	145.0	2124.0	37.0	0.255	2.255	0.001	1.191	PDTB	0.065	25.5 (6.5)
1402	by_contrast,	PDTB.Conjunction	196.0	3158.0	50.0	0.255	1.14	0.0	1.042	PDTBf	0.097	25.5 (9.7)
1404	altogether,	PDTB.Conjunction	161.0	3158.0	41.0	0.255	1.138	0.0	1.041	PDTBf	0.097	25.5 (9.7)
11906	on_the_contrary,	SST-2.negative	271.0	26831.0	69.0	0.255	0.575	-0.001	0.748	SST-2	0.443	25.5 (44.3)
11274	soon,	MNLI.contradiction	1573.0	134101.0	400.0	0.254	0.763	-0.0	0.894	MNLI	0.333	25.4 (33.3)
11907	thankfully,	SST-2.negative	118.0	26831.0	30.0	0.254	0.574	-0.0	0.747	SST-2	0.443	25.4 (44.3)
11275	thus,	MNLI.contradiction	563.0	134101.0	143.0	0.254	0.762	-0.0	0.894	MNLI	0.333	25.4 (33.3)
11276	meantime,	MNLI.entailment	126.0	134364.0	32.0	0.254	0.761	-0.0	0.893	MNLI	0.334	25.4 (33.4)
1407	notably,	PDTB.Conjunction	382.0	3158.0	97.0	0.254	1.135	0.001	1.04	PDTBf	0.097	25.4 (9.7)
11277	on_the_other_hand	MNLI.entailment	1450.0	134364.0	368.0	0.254	0.76	-0.0	0.893	MNLI	0.334	25.4 (33.4)
1189	rather,	PDTB.Alternative	142.0	156.0	36.0	0.254	22.932	0.002	1.325	PDTBf	0.005	25.4 (0.5)
11278	historically,	MNLI.entailment	4165.0	134364.0	1055.0	0.253	0.759	-0.001	0.892	MNLI	0.334	25.3 (33.4)
13778	by_comparison,	STS.dissimilar	107.0	1902.0	27.0	0.252	0.962	-0.0	0.987	STS	0.435	25.2 (43.5)
1336	historically,	PDTB.Restatement	115.0	2693.0	29.0	0.252	1.321	0.0	1.082	PDTBf	0.083	25.2 (8.3)
11279	simultaneously	MNLI.neutral	1278.0	134009.0	321.0	0.251	0.754	-0.0	0.891	MNLI	0.333	25.1 (33.3)
221	still,	PDTB.Contingency	215.0	3808.0	54.0	0.251	1.238	0.001	1.064	PDTB	0.117	25.1 (11.7)
12751	otherwise,	STAC.Conditional	84.0	132.0	21.0	0.25	23.631	0.002	1.319	STAC	0.011	25.0 (1.1)
2151	instead,	PDTB.Cause	120.0	3745.0	30.0	0.25	0.942	-0.0	0.979	PDTBf	0.115	25.0 (11.5)
9670	in_turn,	MRPC.not-paraphrase	260.0	1323.0	65.0	0.25	0.77	-0.005	0.901	MRPC	0.325	25.0 (32.5)
11280	by_comparison,	MNLI.entailment	1275.0	134364.0	318.0	0.249	0.747	-0.0	0.888	MNLI	0.334	24.9 (33.4)
11281	firstly,	MNLI.entailment	800.0	134364.0	199.0	0.249	0.745	-0.0	0.887	MNLI	0.334	24.9 (33.4)
1118	curiously,	PDTB.Expansion	145.0	7633.0	36.0	0.248	0.611	-0.001	0.789	PDTB	0.234	24.8 (23.4)
12783	seriously,	STAC.Comment	424.0	1298.0	105.0	0.248	2.38	0.005	1.191	STAC	0.109	24.8 (10.9)
11908	amazingly,	SST-2.negative	97.0	26831.0	24.0	0.247	0.559	-0.0	0.741	SST-2	0.443	24.7 (44.3)
14652	elsewhere,	SUBJ.subjective	190.0	4514.0	47.0	0.247	0.493	-0.005	0.662	SUBJ	0.502	24.7 (50.2)
226	indeed,	PDTB.Contingency	405.0	3808.0	100.0	0.247	1.217	0.001	1.058	PDTB	0.117	24.7 (11.7)
11282	actually,	MNLI.neutral	25222.0	134009.0	6221.0	0.247	0.741	-0.005	0.885	MNLI	0.333	24.7 (33.3)
2159	rather,	PDTB.Cause	142.0	3745.0	35.0	0.246	0.929	-0.0	0.975	PDTBf	0.115	24.6 (11.5)
2698	anyway,	MRDA.Statement	207.0	3244.0	51.0	0.246	1.224	0.001	1.06	MRDA	0.221	24.6 (22.1)
1350	locally,	PDTB.Restatement	138.0	2693.0	34.0	0.246	1.291	0.001	1.074	PDTBf	0.083	24.6 (8.3)
298	ultimately,	PDTB.Entrel	130.0	4419.0	32.0	0.246	1.046	0.0	1.014	PDTB	0.135	24.6 (13.5)
11909	plus,	SST-2.negative	431.0	26831.0	106.0	0.246	0.556	-0.001	0.739	SST-2	0.443	24.6 (44.3)
10383	by_then	Cola.not-well-formed	171.0	2850.0	42.0	0.246	0.827	-0.001	0.932	Cola	0.297	24.6 (29.7)
3621	and	SwitchBoard.Uninterpretable	710.0	3884.0	174.0	0.245	1.328	0.002	1.08	SwitchBoard	0.192	24.5 (19.2)
13784	or,	STS.dissimilar	253.0	1902.0	62.0	0.245	0.934	-0.001	0.977	STS	0.435	24.5 (43.5)
11283	this,	MNLI.contradiction	147.0	134101.0	36.0	0.245	0.735	-0.0	0.883	MNLI	0.333	24.5 (33.3)
12204	although,	QQP.duplicate	180.0	120732.0	44.0	0.244	0.662	-0.0	0.835	QQP	0.369	24.4 (36.9)
12205	alternatively	QQP.duplicate	536.0	120732.0	131.0	0.244	0.662	-0.0	0.835	QQP	0.369	24.4 (36.9)
11910	still,	SST-2.negative	1094.0	26831.0	267.0	0.244	0.551	-0.004	0.737	SST-2	0.443	24.4 (44.3)
11285	namely,	MNLI.entailment	250.0	134364.0	61.0	0.244	0.731	-0.0	0.881	MNLI	0.334	24.4 (33.4)
11284	slowly,	MNLI.neutral	2971.0	134009.0	724.0	0.244	0.732	-0.001	0.882	MNLI	0.333	24.4 (33.3)
12206	probably,	QQP.duplicate	144.0	120732.0	35.0	0.243	0.658	-0.0	0.833	QQP	0.369	24.3 (36.9)
1363	overall,	PDTB.Restatement	124.0	2693.0	30.0	0.242	1.268	0.0	1.067	PDTBf	0.083	24.2 (8.3)
11286	likewise,	MNLI.neutral	3856.0	134009.0	932.0	0.242	0.726	-0.001	0.88	MNLI	0.333	24.2 (33.3)
13787	simultaneously	STS.dissimilar	269.0	1902.0	65.0	0.242	0.921	-0.001	0.973	STS	0.435	24.2 (43.5)
4593	meantime,	Emergent.against	87.0	363.0	21.0	0.241	1.553	0.003	1.113	Emergent	0.155	24.1 (15.5)
327	now,	PDTB.Entrel	170.0	4419.0	41.0	0.241	1.024	0.0	1.008	PDTB	0.135	24.1 (13.5)
10389	coincidentally,	Cola.not-well-formed	83.0	2850.0	20.0	0.241	0.811	-0.0	0.926	Cola	0.297	24.1 (29.7)
14084	personally,	CR.negative	125.0	1241.0	30.0	0.24	0.656	-0.005	0.834	CR	0.366	24.0 (36.6)
11287	first,	MNLI.contradiction	647.0	134101.0	155.0	0.24	0.719	-0.0	0.877	MNLI	0.333	24.0 (33.3)
11288	admittedly,	MNLI.contradiction	1829.0	134101.0	438.0	0.239	0.719	-0.0	0.877	MNLI	0.333	23.9 (33.3)
11289	meaning,	MNLI.contradiction	4689.0	134101.0	1122.0	0.239	0.718	-0.001	0.877	MNLI	0.333	23.9 (33.3)
243	essentially,	PDTB.Contingency	159.0	3808.0	38.0	0.239	1.178	0.0	1.047	PDTB	0.117	23.9 (11.7)
11290	finally,	MNLI.neutral	1427.0	134009.0	341.0	0.239	0.718	-0.0	0.876	MNLI	0.333	23.9 (33.3)
1480	unsurprisingly,	PDTB.Conjunction	180.0	3158.0	43.0	0.239	1.067	0.0	1.02	PDTBf	0.097	23.9 (9.7)
12208	sometimes,	QQP.duplicate	88.0	120732.0	21.0	0.239	0.646	-0.0	0.828	QQP	0.369	23.9 (36.9)
375	ironically,	PDTB.Entrel	239.0	4419.0	57.0	0.238	1.013	0.0	1.004	PDTB	0.135	23.8 (13.5)
2184	originally,	PDTB.Cause	84.0	3745.0	20.0	0.238	0.897	-0.0	0.964	PDTBf	0.115	23.8 (11.5)
1220	immediately,	PDTB.Asynchronous	84.0	617.0	20.0	0.238	5.445	0.001	1.255	PDTBf	0.019	23.8 (1.9)
1488	in_fact,	PDTB.Conjunction	168.0	3158.0	40.0	0.238	1.064	0.0	1.019	PDTBf	0.097	23.8 (9.7)
3641	absolutely,	SwitchBoard.Uninterpretable	1441.0	3884.0	343.0	0.238	1.29	0.004	1.07	SwitchBoard	0.192	23.8 (19.2)
11292	here,	MNLI.contradiction	1242.0	134101.0	295.0	0.238	0.713	-0.0	0.875	MNLI	0.333	23.8 (33.3)
11291	technically,	MNLI.neutral	4032.0	134009.0	957.0	0.237	0.713	-0.001	0.875	MNLI	0.333	23.7 (33.3)
7886	suddenly,	EmoBankDominance.high	156.0	2779.0	37.0	0.237	0.614	-0.003	0.804	EmoBankD	0.387	23.7 (38.7)
11295	ironically,	MNLI.entailment	3166.0	134364.0	749.0	0.237	0.709	-0.001	0.873	MNLI	0.334	23.7 (33.4)
13790	likewise,	STS.dissimilar	110.0	1902.0	26.0	0.236	0.901	-0.0	0.966	STS	0.435	23.6 (43.5)
11293	instead,	MNLI.neutral	1456.0	134009.0	344.0	0.236	0.71	-0.0	0.873	MNLI	0.333	23.6 (33.3)
11294	similarly,	MNLI.contradiction	1110.0	134101.0	262.0	0.236	0.708	-0.0	0.873	MNLI	0.333	23.6 (33.3)
2725	now,	MRDA.Statement	89.0	3244.0	21.0	0.236	1.172	0.0	1.045	MRDA	0.221	23.6 (22.1)
11296	or,	MNLI.contradiction	5087.0	134101.0	1199.0	0.236	0.707	-0.001	0.872	MNLI	0.333	23.6 (33.3)
1122	now,	PDTB.Expansion	170.0	7633.0	40.0	0.235	0.579	-0.002	0.776	PDTB	0.234	23.5 (23.4)
1123	admittedly,	PDTB.Expansion	102.0	7633.0	24.0	0.235	0.579	-0.001	0.776	PDTB	0.234	23.5 (23.4)
11297	probably,	MNLI.contradiction	1486.0	134101.0	349.0	0.235	0.705	-0.0	0.871	MNLI	0.333	23.5 (33.3)
3592	absolutely,	SwitchBoard.Statement-non-opinion	1441.0	3167.0	338.0	0.235	1.559	0.006	1.11	SwitchBoard	0.156	23.5 (15.6)
3518	seriously,	SwitchBoard.Wh-Question	546.0	1164.0	128.0	0.234	4.238	0.005	1.234	SwitchBoard	0.057	23.4 (5.7)
12893	absolutely,	STAC.Question_answer_pair	799.0	2353.0	187.0	0.234	1.241	0.003	1.059	STAC	0.197	23.4 (19.7)
11300	plus,	MNLI.entailment	1203.0	134364.0	281.0	0.234	0.7	-0.0	0.869	MNLI	0.334	23.4 (33.4)
254	arguably,	PDTB.Contingency	120.0	3808.0	28.0	0.233	1.15	0.0	1.04	PDTB	0.117	23.3 (11.7)
2201	unsurprisingly,	PDTB.Cause	180.0	3745.0	42.0	0.233	0.879	-0.0	0.958	PDTBf	0.115	23.3 (11.5)
6782	meantime,	EmoBankValence.high	133.0	2501.0	31.0	0.233	0.54	-0.005	0.741	EmoBankV	0.432	23.3 (43.2)
11299	recently,	MNLI.contradiction	927.0	134101.0	216.0	0.233	0.699	-0.0	0.869	MNLI	0.333	23.3 (33.3)
11298	by_comparison,	MNLI.neutral	1275.0	134009.0	297.0	0.233	0.7	-0.0	0.87	MNLI	0.333	23.3 (33.3)
2736	maybe,	MRDA.Statement	232.0	3244.0	54.0	0.233	1.156	0.0	1.041	MRDA	0.221	23.3 (22.1)
10392	soon,	Cola.not-well-formed	129.0	2850.0	30.0	0.233	0.783	-0.001	0.916	Cola	0.297	23.3 (29.7)
1384	indeed,	PDTB.Restatement	344.0	2693.0	80.0	0.233	1.219	0.001	1.054	PDTBf	0.083	23.3 (8.3)
2571	meaning,	MRDA.Expansions of y/n Answers	228.0	1244.0	53.0	0.232	3.011	0.002	1.202	MRDA	0.085	23.2 (8.5)
1281	rather,	PDTB.Contrast	142.0	1767.0	33.0	0.232	1.856	0.001	1.14	PDTBf	0.054	23.2 (5.4)
11301	in_other_words	MNLI.neutral	3806.0	134009.0	883.0	0.232	0.697	-0.001	0.869	MNLI	0.333	23.2 (33.3)
11302	presently,	MNLI.entailment	3432.0	134364.0	796.0	0.232	0.695	-0.001	0.867	MNLI	0.334	23.2 (33.4)
257	rather,	PDTB.Contingency	151.0	3808.0	35.0	0.232	1.143	0.0	1.038	PDTB	0.117	23.2 (11.7)
1388	clearly,	PDTB.Restatement	104.0	2693.0	24.0	0.231	1.209	0.0	1.052	PDTBf	0.083	23.1 (8.3)
850	nationally,	PDTB.Entrel	187.0	4419.0	43.0	0.23	0.977	-0.0	0.993	PDTB	0.135	23.0 (13.5)
11303	similarly,	MNLI.neutral	1110.0	134009.0	255.0	0.23	0.69	-0.0	0.866	MNLI	0.333	23.0 (33.3)
144	yet,	PDTB.Comparison	209.0	2124.0	48.0	0.23	2.03	0.001	1.151	PDTB	0.065	23.0 (6.5)
11304	consequently	MNLI.contradiction	533.0	134101.0	122.0	0.229	0.687	-0.0	0.865	MNLI	0.333	22.9 (33.3)
11306	interestingly,	MNLI.entailment	1254.0	134364.0	287.0	0.229	0.686	-0.0	0.864	MNLI	0.334	22.9 (33.4)
1576	still,	PDTB.Conjunction	153.0	3158.0	35.0	0.229	1.022	0.0	1.006	PDTBf	0.097	22.9 (9.7)
11305	incidentally,	MNLI.contradiction	639.0	134101.0	146.0	0.228	0.686	-0.0	0.864	MNLI	0.333	22.8 (33.3)
98	previously,	PDTB.Temporal	162.0	786.0	37.0	0.228	5.454	0.002	1.242	PDTB	0.024	22.8 (2.4)
11308	admittedly,	MNLI.entailment	1829.0	134364.0	417.0	0.228	0.683	-0.0	0.863	MNLI	0.334	22.8 (33.4)
4868	unfortunately,	Verifiability.non-experiential	123.0	987.0	28.0	0.228	1.464	0.001	1.093	Verifiability	0.156	22.8 (15.6)
4864	unfortunately,	Verifiability.experiential	123.0	900.0	28.0	0.228	1.605	0.002	1.111	Verifiability	0.142	22.8 (14.2)
11307	alternatively	MNLI.neutral	2135.0	134009.0	485.0	0.227	0.682	-0.001	0.863	MNLI	0.333	22.7 (33.3)
11309	mostly,	MNLI.contradiction	3567.0	134101.0	808.0	0.227	0.68	-0.001	0.862	MNLI	0.333	22.7 (33.3)
3682	sometimes,	SwitchBoard.Uninterpretable	106.0	3884.0	24.0	0.226	1.227	0.0	1.054	SwitchBoard	0.192	22.6 (19.2)
148	rather,	PDTB.Comparison	151.0	2124.0	34.0	0.225	1.99	0.001	1.145	PDTB	0.065	22.5 (6.5)
1208	instead,	PDTB.Alternative	120.0	156.0	27.0	0.225	20.352	0.002	1.276	PDTBf	0.005	22.5 (0.5)
11310	naturally,	MNLI.contradiction	1308.0	134101.0	294.0	0.225	0.675	-0.0	0.86	MNLI	0.333	22.5 (33.3)
11311	arguably,	MNLI.contradiction	3374.0	134101.0	756.0	0.224	0.672	-0.001	0.859	MNLI	0.333	22.4 (33.3)
1398	significantly,	PDTB.Restatement	192.0	2693.0	43.0	0.224	1.174	0.0	1.043	PDTBf	0.083	22.4 (8.3)
11312	evidently,	MNLI.contradiction	4109.0	134101.0	920.0	0.224	0.672	-0.001	0.859	MNLI	0.333	22.4 (33.3)
12955	personally,	STAC.no_relation	134.0	2543.0	30.0	0.224	1.098	0.0	1.026	STAC	0.213	22.4 (21.3)
1897	nonetheless	PDTB.Conjunction	94.0	3158.0	21.0	0.223	0.998	-0.0	0.999	PDTBf	0.097	22.3 (9.7)
11314	also,	MNLI.contradiction	1128.0	134101.0	252.0	0.223	0.67	-0.0	0.859	MNLI	0.333	22.3 (33.3)
11313	thankfully,	MNLI.neutral	439.0	134009.0	98.0	0.223	0.67	-0.0	0.859	MNLI	0.333	22.3 (33.3)
10395	afterward	Cola.not-well-formed	135.0	2850.0	30.0	0.222	0.748	-0.001	0.904	Cola	0.297	22.2 (29.7)
11315	unsurprisingly,	MNLI.contradiction	4477.0	134101.0	993.0	0.222	0.666	-0.001	0.857	MNLI	0.333	22.2 (33.3)
11317	maybe,	MNLI.contradiction	650.0	134101.0	144.0	0.222	0.665	-0.0	0.857	MNLI	0.333	22.2 (33.3)
11316	yet,	MNLI.neutral	1860.0	134009.0	412.0	0.222	0.665	-0.001	0.857	MNLI	0.333	22.2 (33.3)
892	by_comparison,	PDTB.Entrel	605.0	4419.0	134.0	0.221	0.941	-0.0	0.982	PDTB	0.135	22.1 (13.5)
11318	in_short,	MNLI.contradiction	3500.0	134101.0	775.0	0.221	0.665	-0.001	0.856	MNLI	0.333	22.1 (33.3)
11319	though,	MNLI.entailment	664.0	134364.0	147.0	0.221	0.663	-0.0	0.856	MNLI	0.334	22.1 (33.4)
11321	generally,	MNLI.entailment	3709.0	134364.0	819.0	0.221	0.661	-0.001	0.855	MNLI	0.334	22.1 (33.4)
